county,year,season,seasonal_rainfall_mm,temp_mean_c,max_dry_spell_days,onset_week,n_stations,data_source
Kwale,2023,Short Rains (OND),2338.4,27.0,24,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Kwale,2024,Long Rains (MAM),1881.0,27.4,40,3,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Kwale,2024,Short Rains (OND),1121.6,27.7,48,2,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2015,Long Rains (MAM),518.1,21.8,39,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2015,Short Rains (OND),618.1,21.2,9,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2016,Long Rains (MAM),532.6,22.4,15,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2016,Short Rains (OND),240.1,21.4,30,7,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2017,Long Rains (MAM),496.6,22.4,16,7,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2017,Short Rains (OND),503.6,20.5,24,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2018,Long Rains (MAM),1329.1,20.2,10,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2018,Short Rains (OND),317.7,21.2,12,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2019,Long Rains (MAM),364.5,23.1,36,8,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2019,Short Rains (OND),807.1,20.5,10,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2020,Long Rains (MAM),927.3,21.1,9,4,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2020,Short Rains (OND),674.6,20.7,12,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2021,Long Rains (MAM),459.0,21.8,30,6,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2021,Short Rains (OND),360.6,21.4,14,9,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2022,Long Rains (MAM),450.1,22.1,33,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2022,Short Rains (OND),329.0,20.8,18,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2023,Long Rains (MAM),605.7,21.7,13,4,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2023,Short Rains (OND),679.0,20.8,22,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2024,Long Rains (MAM),940.9,21.6,26,4,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Laikipia,2024,Short Rains (OND),479.5,21.3,18,3,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2015,Long Rains (MAM),358.5,28.2,19,9,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2015,Short Rains (OND),247.1,28.0,11,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2016,Long Rains (MAM),293.6,28.7,33,8,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2016,Short Rains (OND),65.1,27.6,32,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2017,Long Rains (MAM),390.5,28.4,34,7,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2017,Short Rains (OND),130.6,27.7,23,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2018,Long Rains (MAM),798.3,27.6,6,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2018,Short Rains (OND),153.4,27.6,15,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2019,Long Rains (MAM),469.2,28.7,31,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2019,Short Rains (OND),638.5,27.3,9,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2020,Long Rains (MAM),532.7,28.2,6,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2020,Short Rains (OND),174.3,27.9,18,6,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2021,Long Rains (MAM),415.9,27.7,20,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2021,Short Rains (OND),167.2,27.8,20,9,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2022,Long Rains (MAM),324.1,28.3,22,7,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2022,Short Rains (OND),188.0,27.1,15,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2023,Long Rains (MAM),615.5,27.8,19,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2023,Short Rains (OND),592.1,27.6,10,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2024,Long Rains (MAM),447.0,28.8,9,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Lamu,2024,Short Rains (OND),200.6,28.2,10,7,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2015,Long Rains (MAM),787.1,21.8,76,5,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2015,Short Rains (OND),1021.8,21.7,14,5,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2016,Long Rains (MAM),743.6,22.3,57,2,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2016,Short Rains (OND),609.6,21.6,92,5,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2017,Long Rains (MAM),709.0,22.3,64,6,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2017,Short Rains (OND),643.9,21.7,50,6,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2018,Long Rains (MAM),2310.5,19.7,12,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2018,Short Rains (OND),830.4,21.4,35,3,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2019,Long Rains (MAM),438.0,23.1,84,8,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2019,Short Rains (OND),1672.7,20.8,13,2,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2020,Long Rains (MAM),1573.9,20.8,36,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2020,Short Rains (OND),953.9,21.4,36,4,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2021,Long Rains (MAM),834.3,21.6,43,5,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2021,Short Rains (OND),741.9,21.9,43,9,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2022,Long Rains (MAM),429.6,22.4,71,5,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2022,Short Rains (OND),514.8,21.4,120,7,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2023,Long Rains (MAM),928.4,21.6,44,4,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2023,Short Rains (OND),1367.6,21.2,19,3,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2024,Long Rains (MAM),1419.9,21.5,21,4,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Machakos,2024,Short Rains (OND),927.4,22.2,46,7,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2015,Long Rains (MAM),523.3,24.1,57,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2015,Short Rains (OND),830.9,23.8,21,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2016,Long Rains (MAM),474.4,24.6,57,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2016,Short Rains (OND),518.6,23.7,69,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2017,Long Rains (MAM),521.7,24.5,51,6,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2017,Short Rains (OND),552.4,23.7,37,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2018,Long Rains (MAM),1381.0,22.4,13,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2018,Short Rains (OND),561.3,23.6,34,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2019,Long Rains (MAM),312.0,25.2,65,8,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2019,Short Rains (OND),1463.7,22.8,9,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2020,Long Rains (MAM),711.9,23.4,33,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2020,Short Rains (OND),739.2,23.6,27,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2021,Long Rains (MAM),502.1,23.9,37,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2021,Short Rains (OND),681.5,23.7,48,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2022,Long Rains (MAM),333.9,24.5,64,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2022,Short Rains (OND),462.4,23.4,90,5,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2023,Long Rains (MAM),897.8,23.6,33,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2023,Short Rains (OND),1195.8,23.2,12,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2024,Long Rains (MAM),686.8,24.0,19,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Makueni,2024,Short Rains (OND),705.6,24.3,41,6,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2015,Long Rains (MAM),3178.1,23.2,93,4,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2015,Short Rains (OND),4271.2,22.5,29,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2016,Long Rains (MAM),2150.5,23.4,36,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2016,Short Rains (OND),987.1,24.1,95,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2017,Long Rains (MAM),2993.3,23.2,22,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2017,Short Rains (OND),2151.5,23.1,52,2,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2018,Long Rains (MAM),4602.1,21.1,8,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2018,Short Rains (OND),2512.2,23.1,22,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2019,Long Rains (MAM),2192.1,24.3,36,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2019,Short Rains (OND),5427.5,21.9,15,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2020,Long Rains (MAM),4017.2,21.8,10,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2020,Short Rains (OND),3961.9,22.5,20,2,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2021,Long Rains (MAM),3649.2,22.5,33,3,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2021,Short Rains (OND),2776.6,23.2,17,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2022,Long Rains (MAM),2776.0,23.0,28,4,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2022,Short Rains (OND),1805.7,23.1,24,3,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2023,Long Rains (MAM),4777.9,22.1,25,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2023,Short Rains (OND),4123.7,23.3,12,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2024,Long Rains (MAM),4345.6,23.1,60,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Migori,2024,Short Rains (OND),3309.8,23.3,21,1,5,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2015,Long Rains (MAM),1037.4,27.3,35,3,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2015,Short Rains (OND),671.0,27.2,28,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2016,Long Rains (MAM),725.6,27.8,44,6,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2016,Short Rains (OND),229.4,27.0,68,9,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2017,Long Rains (MAM),1033.0,27.7,42,6,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2017,Short Rains (OND),518.9,27.0,40,4,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2018,Long Rains (MAM),1470.6,26.9,10,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2018,Short Rains (OND),634.2,26.6,24,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2019,Long Rains (MAM),1102.9,28.1,56,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2019,Short Rains (OND),1356.8,26.6,8,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2020,Long Rains (MAM),961.7,27.2,18,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2020,Short Rains (OND),463.2,27.1,18,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2021,Long Rains (MAM),725.8,27.1,32,3,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2021,Short Rains (OND),412.9,27.2,46,9,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2022,Long Rains (MAM),522.8,27.7,54,5,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2022,Short Rains (OND),322.9,26.3,28,6,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2023,Long Rains (MAM),1746.9,27.2,34,7,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2023,Short Rains (OND),1211.2,26.9,12,1,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2024,Long Rains (MAM),934.3,27.5,20,3,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Mombasa,2024,Short Rains (OND),562.6,27.5,24,2,2,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2015,Long Rains (MAM),613.0,17.1,17,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2015,Short Rains (OND),609.6,16.6,4,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2016,Long Rains (MAM),532.9,17.3,11,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2016,Short Rains (OND),339.4,16.4,12,7,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2017,Long Rains (MAM),435.0,17.5,7,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2017,Short Rains (OND),480.5,16.1,12,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2018,Long Rains (MAM),1212.0,15.9,2,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2018,Short Rains (OND),342.8,15.9,4,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2019,Long Rains (MAM),205.7,18.0,18,8,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2019,Short Rains (OND),844.5,16.4,2,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2020,Long Rains (MAM),652.8,16.7,3,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2020,Short Rains (OND),454.1,16.0,6,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2021,Long Rains (MAM),478.7,16.5,12,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2021,Short Rains (OND),396.1,16.7,4,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2022,Long Rains (MAM),500.2,17.2,13,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2022,Short Rains (OND),333.4,15.8,10,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2023,Long Rains (MAM),676.5,16.6,3,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2023,Short Rains (OND),753.6,16.5,5,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2024,Long Rains (MAM),1023.7,17.1,5,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Murang'a,2024,Short Rains (OND),462.6,16.4,7,5,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2015,Long Rains (MAM),591.6,20.9,76,7,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2015,Short Rains (OND),817.3,20.8,28,6,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2016,Long Rains (MAM),602.1,21.4,76,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2016,Short Rains (OND),526.0,20.6,92,5,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2017,Long Rains (MAM),572.1,21.4,64,9,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2017,Short Rains (OND),449.9,20.8,88,6,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2018,Long Rains (MAM),2003.0,18.7,12,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2018,Short Rains (OND),651.0,20.6,36,5,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2019,Long Rains (MAM),367.4,22.2,96,8,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2019,Short Rains (OND),1272.9,19.9,24,2,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2020,Long Rains (MAM),1410.9,19.9,64,1,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2020,Short Rains (OND),786.6,20.5,36,4,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2021,Long Rains (MAM),739.9,20.7,68,5,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2021,Short Rains (OND),571.3,20.9,68,9,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2022,Long Rains (MAM),376.0,21.6,100,5,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2022,Short Rains (OND),415.6,20.5,120,7,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2023,Long Rains (MAM),686.9,20.7,52,4,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2023,Short Rains (OND),926.7,20.5,32,3,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2024,Long Rains (MAM),1389.9,20.5,48,4,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nairobi,2024,Short Rains (OND),632.0,21.3,64,7,4,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2015,Long Rains (MAM),1720.8,16.5,48,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2015,Short Rains (OND),1970.7,15.9,9,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2016,Long Rains (MAM),1562.2,16.7,21,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2016,Short Rains (OND),776.5,15.6,30,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2017,Long Rains (MAM),1290.4,17.0,29,4,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2017,Short Rains (OND),1301.0,15.4,36,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2018,Long Rains (MAM),3475.9,15.3,4,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2018,Short Rains (OND),1046.9,15.3,15,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2019,Long Rains (MAM),973.3,17.0,54,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2019,Short Rains (OND),2862.7,15.6,10,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2020,Long Rains (MAM),2558.2,15.9,6,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2020,Short Rains (OND),1343.6,15.0,15,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2021,Long Rains (MAM),1712.5,15.7,26,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2021,Short Rains (OND),1076.5,15.6,12,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2022,Long Rains (MAM),1086.3,16.4,37,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2022,Short Rains (OND),972.1,15.4,24,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2023,Long Rains (MAM),2003.2,16.3,15,2,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2023,Short Rains (OND),2343.1,15.9,15,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2024,Long Rains (MAM),3348.0,16.4,21,1,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nakuru,2024,Short Rains (OND),1670.9,15.4,22,3,3,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2015,Long Rains (MAM),896.2,21.3,19,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2015,Short Rains (OND),1033.8,20.3,3,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2016,Long Rains (MAM),766.7,21.2,7,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2016,Short Rains (OND),270.2,20.6,14,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2017,Long Rains (MAM),766.5,21.5,4,2,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2017,Short Rains (OND),649.9,20.1,12,2,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2018,Long Rains (MAM),1365.4,19.7,1,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2018,Short Rains (OND),502.5,20.5,6,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2019,Long Rains (MAM),590.8,22.2,16,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2019,Short Rains (OND),1345.2,20.0,3,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2020,Long Rains (MAM),1198.2,20.5,2,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2020,Short Rains (OND),734.3,20.1,6,2,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2021,Long Rains (MAM),804.8,20.8,8,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2021,Short Rains (OND),495.2,20.7,4,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2022,Long Rains (MAM),655.6,21.3,10,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2022,Short Rains (OND),468.8,20.3,7,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2023,Long Rains (MAM),1241.7,20.7,6,2,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2023,Short Rains (OND),1094.7,20.7,5,2,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2024,Long Rains (MAM),1123.1,21.3,12,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nandi,2024,Short Rains (OND),767.9,20.4,5,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2015,Long Rains (MAM),7429.2,20.4,363,4,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2015,Short Rains (OND),9175.5,20.3,60,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2016,Long Rains (MAM),7875.9,20.4,148,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2016,Short Rains (OND),2660.2,20.8,401,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2017,Long Rains (MAM),5558.0,21.0,100,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2017,Short Rains (OND),5264.0,20.4,222,2,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2018,Long Rains (MAM),15040.4,18.4,36,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2018,Short Rains (OND),6117.5,20.2,100,2,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2019,Long Rains (MAM),4925.9,21.8,281,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2019,Short Rains (OND),15479.4,19.5,29,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2020,Long Rains (MAM),13110.0,18.8,56,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2020,Short Rains (OND),9851.6,19.4,105,3,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2021,Long Rains (MAM),7609.0,19.8,187,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2021,Short Rains (OND),4232.7,20.8,81,2,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2022,Long Rains (MAM),5609.1,20.8,280,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2022,Short Rains (OND),3982.9,20.5,128,5,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2023,Long Rains (MAM),9804.6,19.9,81,2,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2023,Short Rains (OND),8260.0,20.6,49,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2024,Long Rains (MAM),13968.7,19.7,60,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Narok,2024,Short Rains (OND),6612.1,20.5,105,1,20,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2015,Long Rains (MAM),782.4,21.1,19,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2015,Short Rains (OND),1048.6,20.0,3,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2016,Long Rains (MAM),655.9,21.0,7,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2016,Short Rains (OND),281.5,20.6,14,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2017,Long Rains (MAM),673.5,21.3,9,2,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2017,Short Rains (OND),659.3,20.0,12,2,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2018,Long Rains (MAM),1269.7,19.1,1,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2018,Short Rains (OND),553.2,20.2,5,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2019,Long Rains (MAM),517.4,21.9,18,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2019,Short Rains (OND),1448.9,19.6,3,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2020,Long Rains (MAM),1139.9,20.0,2,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2020,Short Rains (OND),776.3,19.9,4,2,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2021,Long Rains (MAM),856.6,20.3,10,3,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2021,Short Rains (OND),564.7,20.5,4,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2022,Long Rains (MAM),629.7,20.8,23,4,1,"NASA POWER (real, MEASURED-tier reanalysis)"
Nyamira,2022,Short Rains (OND),462.7,20.1,7,1,1,"NASA POWER (real, MEASURED-tier reanalysis)"
